id,score,z3_cosine,z3_manhatton,z3_euclidean,z3_pearson,z3_spearman,z3_kendall
10001,2.0,0.7817665959660784,4.267371305497363,0.27038262132555246,0.7830249337108074,0.762016201620162,0.5620202020202022
10002,1.333,-0.3760264354690116,1.3957648816531218,0.131202720712281,-0.38152555850135716,-0.3914071407140714,-0.2642424242424243
10003,4.0,0.5139408304084856,2.1910184664520784,0.05993172017770121,0.5163766119518791,0.514023402340234,0.3636363636363637
10004,3.8,-0.20641276879749088,0.8086493817483529,0.06004675634704881,-0.20564734122952713,-0.18493849384938493,-0.12525252525252528
10005,0.0,-0.0012620042034827783,0.5333090074382199,0.071271800177783,0.0012531127078651914,-0.02055805580558056,-0.01373737373737374
10006,3.6,0.7726348993510711,0.9833547489724879,0.12928312587973778,0.7685031930815225,0.6968616861686169,0.5208080808080808
10007,4.0,0.42745300551008636,0.3419831427199824,0.0667173225483566,0.4312709887753506,0.41712571257125713,0.29090909090909095
10008,5.0,0.811135568140953,3.7117409568018047,0.3985598468425451,0.814293169600601,0.7832943294329433,0.5886868686868687
10009,4.8,0.3691333591357796,7.4631013026228175,0.4480420987820253,0.36786660334691246,0.31404740474047405,0.22101010101010105
10010,4.25,-0.19614463498396215,2.1311752708279528,0.2671533499378711,-0.19151944382688357,-0.19644764476447646,-0.13939393939393943
10011,0.2,-0.3335695217659178,4.423915243685769,0.07848311201814795,-0.33539802321959034,-0.3043024302430243,-0.21131313131313134
10012,3.2,0.6426090347502202,2.20500728324987,0.28878628578968346,0.646726231593009,0.6501410141014101,0.4674747474747476
10013,0.2,0.26470447851072615,2.8091822007263545,0.7216693877417129,0.2800082087031697,0.30375037503750374,0.20565656565656568
10014,2.2,0.9378653750829259,0.6338870111649157,0.020534488969133236,0.9379284119970615,0.9217161716171617,0.7640404040404042
10015,1.0,0.6181454994505385,5.963976896047825,0.7133638692030217,0.6208315711014628,0.5991959195919592,0.4290909090909092
10016,0.5,0.6091862336005867,0.6584278736263514,0.07436436612624675,0.6129958119562986,0.6060606060606061,0.42545454545454553
10017,4.5,0.06991672635868709,1.4196457182879385,0.022460017335106386,0.07007805037524006,0.0682028202820282,0.0488888888888889
10018,4.4,0.4349272258735834,3.0402714968658984,0.22538173012435436,0.43629899604966804,0.3855145514551455,0.26383838383838387
10019,0.4,0.443622040635377,0.8303124561134609,0.036705306491057854,0.43971850619847197,0.4015121512151215,0.2795959595959597
10020,2.6,0.8010355346555192,6.068437237670878,0.748544462636346,0.802976984222391,0.796099609960996,0.5987878787878789
10021,0.0,0.32881379510387476,1.1247318183923198,0.07637606641583261,0.33389947373846285,0.26567056705670566,0.18101010101010104
10022,0.4,0.09405771127354214,4.068414504190514,0.005020797385441256,0.09400267086237628,0.11991599159915992,0.08444444444444446
10023,4.0,0.7850829424104088,0.8091051084702485,0.07980833364854334,0.7852264121511395,0.7653405340534053,0.5785858585858588
10024,3.8,0.26263824463400537,5.559365590364905,0.1512627295742277,0.26110035608143944,0.2393159315931593,0.16484848484848486
10025,0.0,-0.14555208858410207,3.336589717277093,0.016930017212871462,-0.14892170314797787,-0.08411641164116411,-0.05454545454545455
10026,1.0,0.020992286412388702,4.33850026136497,0.615032237052219,0.018847788451384857,0.04772877287728773,0.02626262626262627
10027,0.8,0.13468715368194295,1.1242870343121467,0.03307194927765522,0.13501778251093138,0.15923192319231924,0.10141414141414143
10028,5.0,0.6210506740000311,2.2532406232930953,0.0661087208573008,0.6211546891540962,0.5343774377437743,0.38626262626262636
10029,1.4,-0.12653986917801588,0.818953456961026,0.031901066402497236,-0.1296022797758977,-0.15216321632163216,-0.10707070707070708
10030,2.4,0.7186272249638519,3.6151412488688948,0.02971369081933517,0.7115487987306047,0.6463006300630063,0.47838383838383847
10031,0.75,0.14776566006186442,1.9282070985264,0.04161451533764193,0.14730426178817368,0.13532553255325533,0.09131313131313133
10032,5.0,-0.04197717967613012,3.903687376259768,0.3590051668943488,-0.03646155412382558,-0.019933993399339933,-0.00888888888888889
10033,3.2,0.822383803520124,2.6498668017075033,0.007319209943489113,0.8234728242761541,0.8114491449144915,0.6096969696969697
10034,5.0,0.709470932624163,0.813468236810877,0.0916432708472712,0.7099692015972505,0.6914851485148514,0.5014141414141414
10035,2.0,0.9713905901921797,0.6683073706517462,0.023638508428120986,0.971520898281479,0.9720492049204921,0.8589898989898991
10036,1.75,0.8743864472118886,2.0786454496119404,0.045241015337524004,0.8744193182472257,0.8368676867686768,0.6557575757575759
10037,4.857,0.36462334867557494,4.171579569898313,0.08305690894485451,0.36524798673983516,0.35207920792079206,0.24202020202020208
10038,4.4,-0.08750452064322359,0.5992299078716314,0.12763933944370365,-0.0975086621828605,-0.1061026102610261,-0.06828282828282829
10039,4.0,0.82080363215136,2.640641256701201,0.5577491642907262,0.813616753230856,0.7974917491749175,0.608888888888889
10040,0.4,0.22086522272108136,0.5496691922171522,0.0057463906859993585,0.21816847312551338,0.19701170117011702,0.13575757575757577
10041,2.4,0.1032481502116751,2.6427612650659285,0.11574110780929914,0.10386477318501648,0.11711971197119712,0.08323232323232325
10042,0.75,-0.020100024203481955,2.320007925220125,0.16045008161017904,-0.019842957144107682,0.026726672667266728,0.01373737373737374
10043,3.4,0.38194550195870064,1.2644793620747805,0.03945484916403075,0.38267186649326745,0.3615481548154815,0.25090909090909097
10044,4.6,0.15597886063387956,5.220946411747718,0.621428257873049,0.1612099821531635,0.16127212721272127,0.11232323232323234
10045,4.8,0.5651114373628775,1.3854692664644972,0.01533608000681852,0.5615381970516293,0.5136393639363936,0.3636363636363637
10046,2.75,0.1657552492217785,5.70713444793364,0.3112316177575849,0.16201784954206136,0.11307530753075308,0.07595959595959598
10047,4.8,0.6613609572270953,2.9554166622110642,0.1912342557334341,0.6592281455085328,0.6655385538553855,0.47797979797979806
10048,0.0,0.10060317514968084,6.5887640685541555,0.1348192528821528,0.09663150563185494,0.1326972697269727,0.09090909090909093
10049,4.6,0.7022518233963027,5.820351781148929,0.16973695304477587,0.7016621889526211,0.6736153615361536,0.48686868686868695
10050,4.0,0.650894914220514,0.8838818564036046,0.11860619147046236,0.6600860796625683,0.6815961596159616,0.4921212121212122
10051,0.4,-0.016996231917904617,0.44419401268896763,0.07689864519124967,-0.00850041014650688,0.03403540354035404,0.021010101010101014
10052,2.5,0.2435468977539636,2.0989658994294587,0.1755755635749665,0.23687094767278571,0.2195019501950195,0.15191919191919195
10053,0.8,0.16268448047717404,3.8853626990457997,0.15464628621703014,0.1556726460867624,0.15613561356135613,0.10626262626262628
10054,0.8,0.4729777082532238,3.394933704912546,0.14606978511437774,0.47476012146570007,0.43354335433543356,0.30060606060606065
10055,3.6,0.14175374712094152,0.35877402114601864,0.03570918853620242,0.142119818063548,0.1392979297929793,0.10383838383838385
10056,4.0,0.10756830910425608,2.1961398128223664,0.10003587542814785,0.10995435141020364,0.03858385838583858,0.02343434343434344
10057,4.0,0.06989308848772499,1.7067442657062202,0.02285632062557852,0.06830284473341897,0.012061206120612062,0.015353535353535357
10058,1.75,-0.06786794161109619,2.7785761448612902,0.12085801834473386,-0.06995907056940476,-0.039375937593759375,-0.024242424242424246
10059,3.333,0.49213346566943084,0.4439290732698282,0.03751973640464712,0.49336344292024625,0.46193819381938195,0.31434343434343437
10060,3.0,-0.09869207614517539,0.7519079254616372,0.11406998105849198,-0.08878338204043781,-0.09677767776777678,-0.06101010101010102
10061,2.4,-0.035909240771334866,6.475420371112705,0.19224521888099844,-0.03928816243018085,-0.07077107710771077,-0.046060606060606066
10062,5.0,0.43561121540427056,2.6420260171507834,0.03229231513250852,0.43353914719821146,0.3518991899189919,0.24202020202020208
10063,4.8,0.9681236007046359,0.6957653855006356,0.03577824575222621,0.9682564765333977,0.9648604860486049,0.8391919191919194
10064,2.6,0.209773921456121,3.4922261530082324,0.28551021910243435,0.21817686039647893,0.2096009600960096,0.1466666666666667
10065,4.6,0.6883201650842781,0.9098917003939277,0.09638501903828,0.6812086226593072,0.6718391839183918,0.4848484848484849
