id,score,f_1dis,f_2word_dis,f_2char_dis,f_3word_dis,f_3char_dis,f_1dis2,f_2word_dis2,f_2char_dis2,f_3word_dis2,f_3char_dis2,f_1dis3,f_2word_dis3,f_2char_dis3,f_3word_dis3,f_3char_dis3,f_1dis4,f_2word_dis4,f_2char_dis4,f_3word_dis4,f_3char_dis4
10001,2.0,20,30,11,22,13,0.3333333055555579,0.16666665277777895,0.9756097323022017,0.09090908264462885,0.5799999884000002,0.4999999687500019,0.2857142653061239,0.9876543087943913,0.16666665277777895,0.734177205896491,0.5298128726505882,0.3049970941535885,1.0025093891085435,0.17960526976871619,0.7455530010899213
10002,1.333,16,20,15,30,13,0.44444439506173394,0.22222219753086697,0.6666666464646471,0.12499998437500197,0.4324324207450697,0.615384568047341,0.3636363305785154,0.7999999854545458,0.22222219753086697,0.6037735735137062,0.6575958411133388,0.3922321933533062,0.8142565010803806,0.24253556621281783,0.6149299299855931
10003,4.0,19,32,17,36,24,0.3333333111111126,0.19999998666666757,0.9056603602705593,0.06666666222222252,0.37499999479166674,0.4999999750000012,0.3333333148148158,0.9504950400941086,0.12499999218750048,0.5454545399449037,0.52414236341591,0.3511234004925062,0.9615396769963679,0.13245321816264705,0.551940682128116
10004,3.8,17,32,14,21,16,0.21428569897959293,0.0,0.7142856997084551,0.0,0.41379309631391215,0.35294115570934376,0.0,0.8333333234126985,0.0,0.5853658465199287,0.3841105906183664,0.0,0.8841654396313114,0.0,0.6227991391676028
10005,0.0,22,29,21,41,28,0.23076921301775286,0.07692307100591762,0.29629629080932796,0.0,0.09677419198751304,0.37499997656250145,0.14285713265306196,0.457142850612245,0.0,0.17647058564013846,0.39735965448794114,0.15249854707679425,0.47492172765950397,0.0,0.18368302685354554
10006,3.6,20,19,15,22,16,0.39999996000000404,0.33333329629630043,0.9062499716796885,0.24999996875000394,0.6857142661224496,0.5714285306122479,0.4999999583333368,0.9508196565439401,0.39999996000000404,0.8135593082447575,0.6246949499934639,0.557085911082899,0.9860295478051562,0.4588313624779897,0.8453639146349424
10007,4.0,21,25,19,30,28,0.41666663194444736,0.15384614201183525,0.5263157802400741,0.08333332638888948,0.39344261650094076,0.588235259515573,0.2666666488888901,0.6896551644867223,0.15384614201183525,0.5647058757093426,0.6401843176972772,0.2948838688315398,0.7214790880147532,0.17407762565267282,0.5919163338018483
10008,5.0,14,17,13,24,14,0.44444439506173394,0.22222219753086697,1.1481481056241443,0.12499998437500197,0.6969696758494038,0.615384568047341,0.3636363305785154,1.0689654988109398,0.22222219753086697,0.8214285567602044,0.6575958411133388,0.3922321933533062,1.0872174288090564,0.24253556621281783,0.835949188429446
10009,4.8,17,29,7,26,20,0.26315788088642733,0.09999999500000024,1.5185184903978057,0.05263157617728546,0.5581395283937264,0.41666664930555625,0.18181817355371938,1.2058823440743947,0.09999999500000024,0.7164179051013589,0.4335549471680783,0.18983158113248352,1.2155152955331847,0.104828472683182,0.7222333376672281
10010,4.25,18,10,12,13,19,0.49999991666668053,0.399999920000016,0.8260869206049165,0.24999993750001562,0.66666663888889,0.6666665925926009,0.57142848979593,0.9047618832199552,0.399999920000016,0.7999999800000005,0.7276066986384535,0.632455332033739,0.9260032946436615,0.44721339550004735,0.8197047893309474
10011,0.2,14,18,19,24,21,0.4285713673469475,0.33333327777778704,0.3928571288265311,0.199999960000008,0.27586205945303244,0.599999940000006,0.4999999375000079,0.5641025496383962,0.33333327777778704,0.4324324207450697,0.6546535278508655,0.554700042379118,0.5854708937921129,0.3779643301521383,0.45003513505395526
10012,3.2,10,18,17,11,12,0.49999991666668053,0.399999920000016,0.7857142576530622,0.24999993750001562,0.655172391200952,0.6666665925926009,0.57142848979593,0.8799999824000004,0.399999920000016,0.7916666501736115,0.7276066986384535,0.632455332033739,0.8988955943621023,0.44721339550004735,0.8094271789176223
10013,0.2,25,29,25,35,32,0.08333332638888948,0.0,0.27083332769097235,0.0,0.0727272714049587,0.15384614201183525,0.0,0.42622950120935243,0.0,0.1355932180407929,0.16666663888889352,0.0,0.44537264612968014,0.0,0.14204415980155097
10014,2.2,30,39,26,28,17,0.14285713265306196,0.0,0.4423076838017753,0.0,0.21666666305555562,0.24999998437500096,0.0,0.6133333251555557,0.0,0.35616437868267975,0.26967990862166535,0.0,0.6406212864753669,0.0,0.3728005568488737
10015,1.0,25,21,13,34,21,0.2941176297577865,0.05263157617728546,0.7741935359001043,0.0,0.3170731668649614,0.4545454338842984,0.09999999500000024,0.8727272647933885,0.0,0.48148147702331967,0.4789130967390205,0.10599977676468215,0.8809193113366299,0.0,0.4860874528182101
10016,0.5,26,30,21,33,24,0.14285713265306196,0.0,0.29411764129181095,0.0,0.1428571403061225,0.24999998437500096,0.0,0.4545454476584023,0.0,0.24999999609375007,0.26967990862166535,0.0,0.46401615431324295,0.0,0.2554203345706967
10017,4.5,23,28,18,31,23,0.3333333111111126,0.12499999218750048,0.8035714142219391,0.0,0.3943661916286452,0.4999999750000012,0.2222222098765439,0.8910891000882267,0.0,0.565656559942863,0.52414236341591,0.2340822669950041,0.9005404684648853,0.0,0.5717858887530749
10018,4.4,27,32,16,31,21,0.23076921301775286,0.0,0.6888888735802473,0.0,0.3962264076183697,0.37499997656250145,0.0,0.8157894629501387,0.0,0.5675675598977357,0.40451986293249803,0.0,0.8299932843103606,0.0,0.5777871434566413
10019,0.4,29,23,20,26,28,0.2499999791666684,0.08333332638888948,0.35185184533607694,0.0,0.18333333027777785,0.39999997333333515,0.15384614201183525,0.5205479380746858,0.0,0.30985915056536406,0.4285713673469475,0.16666663888889352,0.5277777631172844,0.0,0.3142857053061227
10020,2.6,19,24,10,27,14,0.41666663194444736,0.2499999791666684,0.7599999848000003,0.08333332638888948,0.5925925816186559,0.588235259515573,0.39999997333333515,0.8636363538223142,0.15384614201183525,0.744186037858302,0.6249999218750099,0.4285713673469475,0.8747775653428642,0.16666663888889352,0.7540377896341306
10021,0.0,22,25,17,30,34,0.1818181652892577,0.0,0.2916666605902779,0.0,0.11111110905349798,0.3076922840236705,0.0,0.4516128959417275,0.0,0.19999999666666674,0.33333327777778704,0.0,0.4618173720938801,0.0,0.20471735119561624
10022,0.4,28,27,25,27,32,0.12499999218750048,0.0,0.28787878351698815,0.0,0.10666666524444447,0.2222222098765439,0.0,0.4470588182698963,0.0,0.19277108201480625,0.23735630346975994,0.0,0.4586643110337434,0.0,0.1979688607586211
10023,4.0,18,19,10,20,10,0.3749999531250059,0.285714244897965,0.6666666444444451,0.16666663888889352,0.5999999800000007,0.5454544958677732,0.44444439506173394,0.7999999840000004,0.285714244897965,0.7499999843750004,0.599999880000024,0.49999987500003124,0.8459098330974533,0.33333322222225925,0.7962730841418085
10024,3.8,16,26,19,32,22,0.3333333055555579,0.2727272479338866,0.9069767230935646,0.19999998000000202,0.6326530483132031,0.4999999687500019,0.42857139795918586,0.9512195005948841,0.3333333055555579,0.7749999903125001,0.5298128726505882,0.4574956412303828,0.9645077414643106,0.35921053953743237,0.7861338305428186
10025,0.0,27,28,25,32,32,0.09090908264462885,0.0,0.2749999931250002,0.0,0.06521738988657848,0.16666665277777895,0.0,0.43137254056132274,0.0,0.12244897709287803,0.17960526976871619,0.0,0.43964840426570306,0.0,0.12489162893723744
10026,1.0,26,22,17,34,19,0.2499999791666684,0.08333332638888948,0.3469387684298211,0.0,0.18518518175583,0.39999997333333515,0.15384614201183525,0.5151515073461893,0.0,0.31249999511718757,0.4423258032473097,0.17407762565267282,0.5466831275965375,0.0,0.33277915174566414
10027,0.8,24,30,20,38,24,0.3846153550295881,0.14285713265306196,0.4545454462809919,0.0,0.2786885200214997,0.5555555246913597,0.24999998437500096,0.6249999921875001,0.0,0.4358974303090073,0.5852056674875102,0.2649064363252941,0.6339788955990472,0.0,0.44234249419063787
10028,5.0,13,22,11,23,8,0.4999999375000079,0.24999996875000394,0.6999999766666675,0.1428571224489825,0.6333333122222229,0.6666666111111158,0.39999996000000404,0.8235293956170707,0.24999996875000394,0.7755101882548942,0.7184210790748647,0.4364356852339103,0.8454281323042432,0.277350021189559,0.7972222569311518
10029,1.4,14,24,16,20,18,0.44444439506173394,0.22222219753086697,0.6060605876951337,0.12499998437500197,0.41666665509259293,0.615384568047341,0.3636363305785154,0.7547169668921327,0.22222219753086697,0.5882352825836219,0.6575958411133388,0.3922321933533062,0.7692307396449716,0.24253556621281783,0.599999976000001
10030,2.4,22,34,13,40,21,0.3846153550295881,0.06666666222222252,1.324324288531776,0.0,0.6470588108419841,0.5555555246913597,0.12499999218750048,1.1395348704705248,0.0,0.7857142763605444,0.5852056674875102,0.13245321816264705,1.1591343967594459,0.0,0.7996622698823146
10031,0.75,18,25,13,37,20,0.3749999531250059,0.12499998437500197,0.5142856995918372,0.0,0.34210525415512494,0.5454544958677732,0.22222219753086697,0.6792452702029195,0.0,0.5098039115724724,0.5883482900299594,0.24253556621281783,0.6917961712337923,0.0,0.5195844777685581
10032,5.0,15,20,9,37,8,0.39999996000000404,0.19999998000000202,2.458333230902782,0.11111109876543349,1.0769230493096655,0.5714285306122479,0.3333333055555579,1.421686729859196,0.19999998000000202,1.037037024234111,0.609994188307177,0.35921053953743237,1.4424608360273004,0.21821784261695515,1.0526348585639707
10033,3.2,26,24,17,27,19,0.33333329629630043,0.24999996875000394,0.5862068763376939,0.1428571224489825,0.4666666511111116,0.4999999583333368,0.39999996000000404,0.7391304187145562,0.24999996875000394,0.6363636219008268,0.557085911082899,0.4588313624779897,0.788356086233148,0.30151125366870013,0.6823182171058558
10034,5.0,19,12,10,17,13,0.499999950000005,0.44444439506173394,0.7249999818750005,0.3749999531250059,0.5581395219037321,0.6666666222222252,0.615384568047341,0.8405796979626131,0.5454544958677732,0.7164178997549567,0.7071066811865616,0.6575958411133388,0.8529411513840839,0.5883482900299594,0.7272727052341605
10035,2.0,23,30,20,33,25,0.2499999791666684,0.08333332638888948,0.47058822606689754,0.0,0.28070174946137283,0.39999997333333515,0.15384614201183525,0.6399999914666668,0.0,0.4383561583786828,0.424264008711937,0.1643989602783347,0.6486486311176046,0.0,0.44444443209876583
10036,1.75,14,21,16,27,19,0.44444439506173394,0.22222219753086697,0.676470568339101,0.12499998437500197,0.48648647333820344,0.615384568047341,0.3636363305785154,0.8070175297014469,0.22222219753086697,0.6545454426446283,0.6666665555555741,0.399999920000016,0.8294011829618401,0.24999993750001562,0.6736330444985247
10037,4.857,17,21,7,30,21,0.3749999531250059,0.12499998437500197,0.6296296063100145,0.0,0.4482758466111777,0.5454544958677732,0.22222219753086697,0.7727272551652897,0.0,0.6190476043083905,0.5883482900299594,0.24253556621281783,0.7917688989391038,0.0,0.6350915283435895
10038,4.4,20,22,15,32,19,0.44444439506173394,0.22222219753086697,0.6666666495726501,0.0,0.4318181720041325,0.615384568047341,0.3636363305785154,0.799999987692308,0.0,0.6031745936004033,0.6575958411133388,0.3922321933533062,0.8124999746093758,0.0,0.6129032060353804
10039,4.0,15,29,12,20,25,0.6470587854671302,0.23809522675737013,1.799999960000001,0.1999999900000005,0.5897435821827746,0.7857142576530622,0.3846153698224858,1.2857142755102042,0.333333319444445,0.7419354778876172,0.8268105686562238,0.40689419627299966,1.3183372817523251,0.35494257227038534,0.7612931253256168
10040,0.4,22,25,18,19,20,0.33333329629630043,0.24999996875000394,0.36363635261708027,0.1428571224489825,0.2647058745674743,0.4999999583333368,0.39999996000000404,0.5333333214814818,0.24999996875000394,0.4186046414277991,0.5388158093061486,0.4364356852339103,0.5448919062815328,0.277350021189559,0.42808632437705463
10041,2.4,25,30,22,31,35,0.14285713605442207,0.0,0.518987335202692,0.0,0.19191918998061425,0.24999998958333375,0.0,0.683333327638889,0.0,0.32203389557598394,0.260132968300847,0.0,0.6901730871084671,0.0,0.32532147582354504
10042,0.75,27,32,25,25,34,0.0,0.0,0.16666666203703717,0.0,0.05263157756232691,0.0,0.0,0.2857142789115648,0.0,0.09999999750000006,0.0,0.0,0.2924220930453668,0.0,0.10246309866636842
10043,3.4,6,19,12,23,5,0.7499999375000053,0.4615384260355057,1.9677418720083266,0.3076922840236705,0.9565217183364845,0.8571428163265326,0.6315789141274255,1.3260869421077506,0.47058820761245834,0.9777777669135804,0.8999999100000091,0.6666665925926009,1.3542186853679015,0.4999999375000079,0.9992260832154475
10044,4.6,13,27,6,38,14,0.636363578512402,0.14285713265306196,1.102564074293229,0.0,0.5686274398308345,0.7777777345679036,0.24999998437500096,1.0487804750148724,0.0,0.7249999909375001,0.8192879344825144,0.2649064363252941,1.063431612383727,0.0,0.7354155188948948
10045,4.8,19,14,13,29,22,0.5555554938271674,0.33333329629630043,0.6756756574141715,0.11111109876543349,0.4634146228435458,0.7142856632653098,0.4999999583333368,0.806451599895942,0.19999998000000202,0.633333322777778,0.7624927353839713,0.5388158093061486,0.8202233667453276,0.21821784261695515,0.6445308331109094
10046,2.75,15,22,15,31,20,0.499999950000005,0.1818181652892577,0.560975596073766,0.0,0.40909089979338864,0.6666666222222252,0.3076922840236705,0.7187499887695314,0.0,0.5806451519250783,0.7071066811865616,0.3287979205566694,0.7298829152095492,0.0,0.5899261534759672
10047,4.8,17,24,7,32,14,0.39999996000000404,0.19999998000000202,0.5999999828571434,0.11111109876543349,0.4999999861111115,0.5714285306122479,0.3333333055555579,0.7499999866071432,0.19999998000000202,0.6666666543209879,0.6246949499934639,0.3713906073885993,0.773544913624052,0.22941568123899486,0.6887508322597247
10048,0.0,26,36,21,33,22,0.24999996875000394,0.0,0.3225806347554634,0.0,0.1470588192041524,0.39999996000000404,0.0,0.48780486615110086,0.0,0.25641024983563465,0.4364356852339103,0.0,0.5018855880395799,0.0,0.26425819732436523
10049,4.6,21,36,9,27,23,0.27777776234567986,0.0,1.2708333068576394,0.0,0.3896103845505145,0.4347825897920613,0.0,1.1192660447773757,0.0,0.5607476583107696,0.4545454132231443,0.0,1.1302111426424057,0.0,0.566340230426901
10050,4.0,9,24,11,20,20,0.5454544958677732,0.3636363305785154,0.714285697278912,0.1818181652892577,0.5555555432098769,0.7058823114186875,0.5333332977777802,0.8333333217592594,0.3076922840236705,0.7142857040816328,0.7682211812367328,0.5897677376630795,0.8700221606173264,0.34815525130534564,0.7473515721035634
10051,0.4,13,28,15,26,27,0.44444439506173394,0.22222219753086697,0.45454544077135034,0.12499998437500197,0.3142857053061227,0.615384568047341,0.3636363305785154,0.6249999869791669,0.22222219753086697,0.47826085916824224,0.6575958411133388,0.3922321933533062,0.6390214570402281,0.24253556621281783,0.489493553656806
10052,2.5,22,19,16,24,9,0.4999999375000079,0.4285713673469475,0.558823512975779,0.33333327777778704,0.4999999852941181,0.6666666111111158,0.599999940000006,0.7169811185475261,0.4999999375000079,0.6666666535947715,0.7184210790748647,0.6546535278508655,0.7307692026627229,0.554700042379118,0.679999972800001
10053,0.8,23,28,16,28,28,0.2499999791666684,0.1818181652892577,0.35999999280000017,0.09999999000000101,0.24528301423994314,0.39999997333333515,0.3076922840236705,0.5294117569204153,0.1818181652892577,0.39393938797061534,0.424264008711937,0.3287979205566694,0.5371339633875138,0.1961160966766531,0.39985805144960335
10054,0.8,23,30,24,34,23,0.09090908264462885,0.0,0.32653060558100805,0.0,0.1886792417230332,0.16666665277777895,0.0,0.49230768473372793,0.0,0.3174603124212649,0.18569530369429965,0.0,0.5321520664910769,0.0,0.3448275743162905
10055,3.6,11,18,11,26,16,0.57142848979593,0.285714244897965,0.8965516932223554,0.16666663888889352,0.6562499794921882,0.7272726611570308,0.44444439506173394,0.9454545282644632,0.285714244897965,0.7924528152367394,0.7844643867066124,0.48507113242563565,0.9629629272976693,0.3162276660168695,0.8076922766272201
10056,4.0,15,25,9,36,18,0.7142856632653098,0.15789472853185638,1.0980391941560943,0.05263157617728546,0.49999999285714297,0.8333332986111125,0.27272726033057904,1.0467289621801033,0.09999999500000024,0.6666666603174604,0.8737039803251667,0.2873478580434123,1.063248528632685,0.10599977676468215,0.6774757416382651
10057,4.0,23,30,23,39,16,0.2727272479338866,0.09090908264462885,0.5227272608471077,0.0,0.35416665928819463,0.42857139795918586,0.16666665277777895,0.6865671539318335,0.0,0.523076915029586,0.4685212124950979,0.18569530369429965,0.7240728097287967,0.0,0.5533028536600274
